word	sound
Basra	ˈbæzrə
Polk	pɒk
OCLC	əklk
aborted	əˈbɔːtɪd
Subsequent	ˈsʌbsɪkwənt
chemically	ˈkemɪk(ə)lɪ
Weinstein	ˈwaɪnˌstaɪn
Fenton	ˈfentən
Biotechnology	ˌbaɪəʊtekˈnɒlədʒɪ
fundamentalists	ˌfʌndəˈmentəlɪsts
popularized	ˈpɒpjʊləraɪzd
Grimes	ɡraɪmz
lament	ləˈment
discern	dɪˈsɜːn
tories	ˈtɔːrɪz
alloys	ˈælɔɪz
Operator	ˈɒp(ə)reɪtə
vanish	ˈvænɪʃ
negligent	ˈneɡlɪdʒənt
Inventory	ˈɪnvənt(ə)rɪ
Takes	teɪks
Michelangelo	ˌmaɪkəˈlændʒəˌləʊ
inhumane	ˌɪnhju(ː)ˈmeɪn
impede	ɪmˈpiːd
Spending	ˈspendɪŋ
Surveillance	sɜːˈveɪləns
contrasted	kənˈtrɑːstɪd
holiness	ˈhəʊlɪnəs
convoys	ˈkɒnvɔɪz
repressed	rɪˈprest
Strictly	ˈstrɪklɪ
memberships	ˈmembəʃɪps
Hooker	ˈhʊkə
EVER	ˈevə
Begin	bɪˈɡɪn
fortnight	ˈfɔːtnaɪt
embattled	ɪmˈbæt(ə)ld
shielding	ˈʃiːldɪŋ
converter	kənˈvɜːtə
Isabelle	ˈɪzəˌbel
ACA	ˈækə
discounting	dɪsˈkaʊntɪŋ
Architectural	ˌɑːkɪˈtektʃ(ə)r(ə)l
agnostic	æɡˈnɒstɪk
Gatwick	ˈɡæˌtwɪk
outnumbered	ˌaʊtˈnʌmbəd
rentals	ˈrent(ə)lz
ALA	ˈeɪlə
Hegel	ˈheɡəl
mastery	ˈmɑːst(ə)rɪ
Wilder	ˈwaɪldə
Portfolio	pɔːtˈfəʊlɪəʊ
gothic	ˈɡɒθɪk
vaccinations	ˌvæksɪˈneɪʃ(ə)nz
Para	ˈpærə
leur	lɜː
shortstop	ˈʃɔːtˌstɑːp
Shelter	ˈʃeltə
Burgundy	ˈbɜːɡ(ə)ndɪ
Fairy	ˈfeərɪ
prosper	ˈprɒspə
irritated	ˈɪrɪteɪtɪd
Facing	ˈfeɪsɪŋ
inspecting	ɪnˈspektɪŋ
GCSE	ˌdʒiːsɪeˈsiː
quaint	kweɪnt
attendants	əˈtendənts
Ingram	ˈɪŋɡrəm
Annette	əˈnet
Package	ˈpækɪdʒ
Homs	hɑːmz
guessed	ɡest
Preserve	prɪˈzɜːv
xx	ˈtwentɪ
softly	ˈsɒftlɪ
Corona	kəˈrəʊnə
tandem	ˈtændəm
Orioles	ˈɔːrɪəʊlz
gulf	ɡʌlf
Emilio	əˈmiːlɪəʊ
multiplied	ˈmʌltɪplaɪd
cape	keɪp
DSL	dsl
CRC	krk
crooks	krʊks
dismissive	dɪsˈmɪsɪv
convex	ˈkɒnveks
misread	ˌmɪsˈriːd
Couple	ˈkʌp(ə)l
Conquest	ˈkɒŋkwest
tumbled	ˈtʌmb(ə)ld
Increase	ɪnˈkriːs
hallway	ˈhɔːlweɪ
VE	v
McPherson	məkˈfɜːsən
Monmouth	ˈmɒnməθ
winery	ˈwaɪnərɪ
cod	kɒd
Leafs	liːfs
rooftop	ˈruːftɒp
coated	ˈkəʊtɪd
Discover	dɪˈskʌvə
Bodies	ˈbɒdɪz
Historians	hɪˈstɔːrɪənz
Mariano	ˌmerɪˈɑːnəʊ
hotline	ˈhɒtlaɪn
multinationals	ˌmʌltɪˈnæʃ(ə)nəlz
widget	ˈwɪdʒɪt
rigorously	ˈrɪɡərəslɪ
branching	ˈbrɑːntʃɪŋ
preparatory	prɪˈpærət(ə)rɪ
matchup	ˈmætʃəp
inspires	ɪnˈspaɪəz
ultra	ˈʌltrə
VT	vt
Livingstone	ˈlɪvɪŋˌstəʊn
slum	slʌm
noticeably	ˈnəʊtɪsəblɪ
THEN	ðen
reel	riːl
salty	ˈsɔːltɪ
Fay	feɪ
Ingrid	ˈɪŋɡrɪd
Seychelles	ˈseɪʃelz
kettle	ˈket(ə)l
Wikisource	ˈwɪkɪˌsɔːs
amber	ˈæmbə
Corrections	kəˈrekʃ(ə)nz
enquiries	ɪnˈkwaɪərɪz
Haskell	ˈhæskəl
TfD	tfd
impairments	ɪmˈpeəmənts
secularism	ˈsekjʊlərɪzəm
Freeway	ˈfriːweɪ
unelected	ˌʌnɪˈlektɪd
od	ˌəʊˈdiː
Peugeot	pjuːˈʒəʊ
Sharpton	ˈʃɑːptən
Anybody	ˈenɪbɒdɪ
MySQL	mɪskwl
mac	mæk
McMillan	məkˈmɪlən
Redirects	ˌriːdəˈrekts
indef	ˈɪndef
unprofessional	ˌʌnprəˈfeʃ(ə)nəl
Khamenei	kəˈmeɪˌnɪ
versa	ˈvɜːsə
Myspace	ˈmɪspeɪs
Yorker	ˈjɔːkə
Azeri	əˈzerɪ
Brewers	ˈbruːəz
digestion	daɪˈdʒestʃ(ə)n
evading	ɪˈveɪdɪŋ
Psychiatry	saɪˈkaɪətrɪ
Schubert	ˈʃuːbət
cohesive	kəʊˈhiːsɪv
Jewel	ˈdʒuːəl
priceless	ˈpraɪslɪs
Exposition	ˌekspəˈzɪʃ(ə)n
Losing	ˈluːzɪŋ
Meyers	ˈmaɪəz
PowerPoint	ˈpaʊələpɔɪnt
tracker	ˈtrækə
Concerns	kənˈsɜːnz
Macquarie	məˈkerɪ
downfall	ˈdaʊnfɔːl
hillside	ˈhɪlsaɪd
ND	nd
Gutierrez	ɡuːˈtjerez
Toys	tɔɪz
cyclic	ˈsaɪklɪk
perished	ˈperɪʃt
Bernhard	ˈbɜːnhɑːd
shrub	ʃrʌb
parliamentarians	ˌpɑːləmənˈteərɪənz
Plenty	ˈplentɪ
fertilizers	ˈfɜːtəlaɪzəz
Cannabis	ˈkænəbɪs
drinkers	ˈdrɪŋkəz
UNDP	ʌndp
repentance	rɪˈpentəns
Utopia	juːˈtəʊpɪə
onslaught	ˈɒnslɔːt
seeding	ˈsiːdɪŋ
modalities	məʊˈdælɪtɪz
Neolithic	ˌniːəˈlɪθɪk
cervical	sɜːˈvaɪk(ə)l
ASA	ˈɑːsə
Acquisition	ˌækwɪˈzɪʃ(ə)n
Shearer	ˈʃɪrə
Soundtrack	ˈsaʊndtræk
Lunar	ˈluːnə
suspending	səˈspendɪŋ
solves	sɒlvz
Maker	ˈmeɪkə
recreating	ˌriːkriːˈeɪtɪŋ
signify	ˈsɪɡnɪfaɪ
burying	ˈberɪɪŋ
podcasts	ˈpɒdkɑːsts
smack	smæk
undisclosed	ˌʌndɪsˈkləʊzd
ailments	ˈeɪlmənts
Trying	ˈtraɪɪŋ
Ira	ˌaɪˌɑːˈreɪ
Turing	ˈtʊrɪŋ
Handel	ˈhændəl
asymmetric	ˌeɪsɪˈmetrɪk
infertility	ˌɪnfɜ(ː)ˈtɪlətɪ
cyclical	ˈsaɪk(ə)lɪkl
reelection	rɪəˈlekʃən
Blanchard	ˈblæntʃəd
McDermott	məkˈdɜːmət
outfielder	ˈaʊtfiːldə
steamer	ˈstiːmə
fo	fəʊ
tweeting	ˈtwiːtɪŋ
digitized	ˈdɪdʒəˌtaɪzd
Rusty	ˈrʌstɪ
homage	ˈhɒmɪdʒ
Mora	ˈmɔːə
sonic	ˈsɒnɪk
dependents	dɪˈpendənts
payoff	ˈpeɪɒf
bowel	ˈbaʊəl
jihadist	dʒɪˈhədɪst
licensure	ˈlaɪsəntʃə
Conventions	kənˈvenʃ(ə)nz
Gambia	ˈɡæmbɪə
Norm	nɔːm
petals	ˈpet(ə)lz
Gamble	ˈɡæmb(ə)l
starved	stɑːvd
Dobson	ˈdɑːbsən
Turtle	ˈtɜːt(ə)l
herbicides	ˈhɜːbɪsaɪdz
Londonderry	ˈlʌndənderɪ
XIV	ziːf
CG	ɡ
Manifesto	ˌmænɪˈfestəʊ
laziness	ˈleɪzɪnəs
PSG	psɡ
Johansson	ˌjɒˈhɑːnsən
fermentation	ˌfɜːmenˈteɪʃ(ə)n
Cure	kjʊə
Andorra	ænˈdɔːrə
emo	ˈeɪməʊ
uni	ˈjuːnɪ
engraved	ɪnˈɡreɪvd
foraging	ˈfɒrɪdʒɪŋ
Trojans	ˈtrəʊdʒənz
responders	rəˈspɑːndəz
BEIJING	ˌbeɪˈdʒɪŋ
Bashir	bɪˈʃɪə
choking	ˈtʃəʊkɪŋ
newsworthy	ˈnjuːzwɜːðɪ
Newt	njuːt
idealistic	aɪˌdɪəˈlɪstɪk
Machines	məˈʃiːnz
sushi	ˈsuːʃɪ
germs	dʒɜːmz
Amiga	əˈmiːɡə
transverse	ˈtrænzvɜːs
Cosmos	ˈkɒzmɒs
affords	əˈfɔːdz
midwives	ˈmɪdwaɪvz
Daphne	ˈdæfnɪ
Marquez	mɑːˈkez
Birch	bɜːtʃ
SEO	ˈsiːəʊ
Tuscany	ˈtəskənɪ
Leighton	ˈleɪtən
Cavaliers	ˌkævəˈlɪəz
necessities	nɪˈsesɪtɪz
Nadia	ˈnædjə
Inappropriate	ˌɪnəˈprəʊprɪət
Reunion	ˌriːˈjuːnɪən
worldly	ˈwɜːldlɪ
gloss	ɡlɒs
sneak	sniːk
cameo	ˈkæmɪəʊ
racket	ˈrækɪt
Opus	ˈəʊpəs
SGML	sɡml
decoding	ˌdiːˈkəʊdɪŋ
postmodern	ˌpəʊstˈmɒd(ə)n
aura	ˈɔːrə
Downey	ˈdaʊnɪ
Mimi	ˈmiːmɪ
settles	ˈset(ə)lz
assassinations	əˌsæsɪˈneɪʃ(ə)nz
Ensign	ˈensən
unquestionably	ʌnˈkwestʃənəblɪ
jaws	dʒɔːz
ascertain	ˌæsəˈteɪn
Juno	ˈdʒuːnəʊ
Taste	teɪst
lowers	ˈləʊəz
Tacoma	təˈkɒmə
likeness	ˈlaɪknəs
Chihuahua	tʃɪˈwɑːwə
Poets	ˈpəʊɪts
Dash	dæʃ
photosynthesis	ˌfəʊtəʊˈsɪnθəsɪs
pharmacology	ˌfɑːməˈkɒlədʒɪ
delegated	ˈdelɪɡeɪtɪd
foreground	ˈfɔːɡraʊnd
pragmatism	ˈpræɡmətɪzəm
Bard	bɑːd
rotor	ˈrəʊtə
tractors	ˈtræktəz
cu	tʃʊ
conscription	kənˈskrɪpʃ(ə)n
wildfire	ˈwaɪldfaɪə
Blame	bleɪm
mystic	ˈmɪstɪk
rusty	ˈrʌstɪ
unreleased	ənrəˈliːst
piers	pɪəz
reap	riːp
Zheng	ʒəŋ
Proposals	prəˈpəʊz(ə)lz
APEC	ˈeɪˌpek
Crowe	krəʊ
Pulitzer	ˈpʊlətsə
Assyrians	əˈsɪrɪənz
wrought	rɔːt
Cooking	ˈkʊkɪŋ
additives	ˈædətɪvz
Selma	ˈselmə
rebates	ˈriːbeɪts
Bankers	ˈbæŋkəz
alpine	ˈælpaɪn
Kick	kɪk
anatomical	ˌænəˈtɒmɪk(ə)l
bleed	bliːd
Seen	siːn
bumper	ˈbʌmpə
surrogate	ˈsʌrəɡeɪt
Artificial	ˌɑːtɪˈfɪʃ(ə)l
waged	weɪdʒd
evoke	ɪˈvəʊk
Citadel	ˈsɪtədəl
moreover	mɔː(r)ˈəʊvə
Conferences	ˈkɒnfərənsɪz
Crusade	kruːˈseɪd
akin	əˈkɪn
Eighth	eɪtθ
misunderstand	ˌmɪsˌʌndəˈstænd
bylaws	ˈbaɪlɔːz
formulating	ˈfɔːmjʊleɪtɪŋ
vetting	ˈvetɪŋ
Earthquake	ˈɜːθkweɪk
Sergey	ˈsɜːdʒɪ
freshly	ˈfreʃlɪ
Sandwich	ˈsænwɪdʒ
converse	kənˈvɜːs
Tourist	ˈtʊərɪst
Sabrina	səˈbriːnə
observational	ˌɒbzəˈveɪʃ(ə)n(ə)l
renewing	rɪˈnjuːɪŋ
NDP	ndp
Charts	tʃɑːts
Marjorie	ˈmɑːdʒərɪ
cancellations	ˌkænsəˈleɪʃ(ə)nz
calamity	kəˈlæmɪtɪ
mo	məʊ
causality	kɔːˈzælɪtɪ
Forests	ˈfɒrɪsts
Prospect	prəˈspekt
puberty	ˈpjuːbətɪ
undated	ˌʌnˈdeɪtɪd
enriching	ɪnˈrɪtʃɪŋ
roadways	ˈrəʊdweɪz
Annapolis	əˈnæpəˌlɪs
Airborne	ˈeəbɔːn
dispersal	dɪˈspɜːs(ə)l
cd	ˌsiːˈdiː
PRNewswire	prnjuːˈzwaɪə
Identification	aɪˌdentɪfɪˈkeɪʃ(ə)n
Marcia	ˈmɑːʃə
Vlad	vlæd
retailing	ˈriːteɪlɪŋ
bibliographic	ˌbɪblɪəʊˈɡræfɪk
bondage	ˈbɒndɪdʒ
buckets	ˈbʌkɪts
dashed	dæʃt
vandalising	vænˈdælaɪzɪŋ
synchronized	ˈsɪŋkrənaɪzd
diverting	daɪˈvɜːtɪŋ
gala	ˈɡɑːlə
mattress	ˈmætrɪs
dredging	ˈdredʒɪŋ
Cult	kʌlt
europe	ˈjʊərəp
NAME	neɪm
decommissioned	ˌdiːkəˈmɪʃ(ə)nd
censors	ˈsensəz
euphoria	juːˈfɔːrɪə
squirrels	ˈskwɪrəlz
gateways	ˈɡeɪtweɪz
kinship	ˈkɪnʃɪp
mentorship	ˈmentəʃɪp
Truly	ˈtruːlɪ
superiors	suːˈpɪərɪəz
overturning	ˌəʊvəˈtɜːnɪŋ
evolves	ɪˈvɒlvz
Nagar	nəˈɡɑː
hierarchies	ˈhaɪərɑːkɪz
ballpark	ˈbɒlˌpɑːk
Aubrey	ˈɒbrɪ
fooled	fuːld
bitterly	ˈbɪtəlɪ
pivot	ˈpɪvət
royals	ˈrɔɪəlz
conspiracies	kənˈspɪrəsɪz
CVS	kvs
dominion	dəˈmɪnɪən
Counseling	ˈkaʊnsəlɪŋ
Bolivian	bəˈlɪvɪən
depended	dɪˈpendɪd
caching	ˈkæʃɪŋ
transmitters	trænzˈmɪtəz
jelly	ˈdʒelɪ
brittle	ˈbrɪt(ə)l
juicy	ˈdʒuːsɪ
Enhanced	ɪnˈhɑːnst
Peyton	ˈpeɪtən
embody	ɪmˈbɒdɪ
Whitaker	ˈwɪtəkə
HCFA	hkfɑː
executable	ɪɡˈzekjətəb(ə)l
Interestingly	ˈɪntrəstɪŋlɪ
Lexus	ˈleksəs
Terrible	ˈterəb(ə)l
addicted	əˈdɪktɪd
lyricist	ˈlɪrɪsɪst
phrased	freɪzd
invoice	ˈɪnvɔɪs
meddling	ˈmed(ə)lɪŋ
foreigner	ˈfɒrənə
Sheppard	ˈʃepəd
housekeeping	ˈhaʊsˌkiːpɪŋ
Tanaka	tɑːˈnɑːkə
Influence	ˈɪnflʊəns
humid	ˈhjuːmɪd
Nair	neə
launcher	ˈlɔːntʃə
Advocates	ˈædvəkeɪts
reigns	reɪnz
mixer	ˈmɪksə
comb	kəʊm
Uprising	ˈʌpraɪzɪŋ
penetrated	ˈpenɪtreɪtɪd
evidenced	ˈevɪdənst
handsets	ˈhændsets
morphological	ˌmɔːfəˈlɒdʒɪk(ə)l
traverse	trævɜːs
Juvenile	ˈdʒuːvənaɪl
Galveston	ˈɡælvəstən
pedagogical	ˌpedəˈɡɒdʒɪk(ə)l
Marta	ˈmɑːtə
enigmatic	ˌenɪɡˈmætɪk
manifestation	ˌmænɪfeˈsteɪʃ(ə)n
complacent	kəmˈpleɪs(ə)nt
torturing	ˈtɔːtʃərɪŋ
Billings	ˈbɪlɪŋz
gland	ɡlænd
ghastly	ˈɡɑːstlɪ
Fighters	ˈfaɪtəz
Giffords	ˈɡɪfɔːdz
circling	ˈsɜːk(ə)lɪŋ
APIs	ˈæpɪs
spiked	spaɪkt
stool	stuːl
capitalisation	ˌkæpɪtəlaɪˈzeɪʃ(ə)n
Leiden	ˈlaɪd(ə)n
ke	k
accrued	əˈkruːd
poke	pəʊk
Scarlett	ˈskɑːlet
rigor	ˈrɪɡə
federalism	ˈfedərəlɪzəm
vindictive	vɪnˈdɪktɪv
Luckily	ˈlʌkɪlɪ
hindsight	ˈhaɪndsaɪt
Assault	əˈsɔːlt
paparazzi	ˌpæpəˈrætsəʊ
Gemma	ˈdʒemə
speculators	ˈspekjʊleɪtəz
favorably	ˈfeɪvərəblɪ
reckoning	ˈrekənɪŋ
Jacobson	ˈdʒeɪkəbsən
Dock	dɒk
Unionist	ˈjuːnɪənɪst
Iberia	aɪˈbɪrɪə
JS	s
crank	kræŋk
Unlimited	ʌnˈlɪmɪtɪd
Panda	ˈpændə
helper	ˈhelpə
ethnicities	eθˈnɪsətɪz
beheaded	bɪˈhedɪd
patiently	ˈpeɪʃntlɪ
Concordia	ˈkɑːnˌkɔːdɪə
mounds	maʊndz
phonology	fəʊˈnɒlədʒɪ
Butt	bʌt
Anatolia	ˌænəˈtɒlɪə
Sufi	ˈsuːfɪ
rightfully	ˈraɪtfəlɪ
err	ɜː
Comparative	kəmˈpærətɪv
Congolese	ˌkɒŋɡəˈliːz
tasked	tɑːskt
Classroom	ˈklæsruːm
exacerbated	ɪɡˈzæsəbeɪtɪd
Geo	ˈdʒiːəʊ
Cartoon	kɑːˈtuːn
Kazakh	ˈkæzæk
parochial	pəˈrəʊkɪəl
tycoon	taɪˈkuːn
Fang	fæŋ
Blitz	blɪts
Ugandan	juːˈɡændən
countdown	ˈkaʊntdaʊn
ejected	ɪˈdʒektɪd
st	seɪnt
Rankin	ˈræŋˌkɪn
Script	skrɪpt
weekday	ˈwiːkdeɪ
broadened	ˈbrɔːd(ə)nd
Concern	kənˈsɜːn
paraphrased	ˈpærəfreɪzd
lockout	ˈlɒkaʊt
mutiny	ˈmjuːtɪnɪ
Slate	sleɪt
waiter	ˈweɪtə
disparaging	dɪˈspærɪdʒɪŋ
descendant	dɪˈsendənt
Ng	eŋ
amplification	ˌæmplɪfɪˈkeɪʃ(ə)n
proclaim	prəˈkleɪm
ATC	ætk
Umar	uːˈmɑː
reminders	rɪˈmaɪndəz
Saudis	ˈsɒdɪz
Issa	ˈɪsə
inhuman	ɪnˈhjuːmən
Claus	klɒz
Samurai	ˈsæmʊraɪ
Corrected	kəˈrektɪd
CJ	kdʒ
EB	eb
SpaceX	ˈspeɪsəks
Adidas	əˈdiːdəs
Virus	ˈvaɪərəs
contre	ˈkɔːŋtrə
colt	kəʊlt
maturing	məˈtjʊərɪŋ
armoured	ˈɑːməd
squeezing	ˈskwiːzɪŋ
Coaches	ˈkəʊtʃɪz
corals	ˈkɒrəlz
bailouts	ˈbeɪlaʊts
Tactical	ˈtæktɪk(ə)l
Claim	kleɪm
Comes	kʌmz
mammalian	mæmˈeɪlɪən
Linden	ˈlɪndən
Bray	breɪ
undeniable	ˌʌndɪˈnaɪəb(ə)l
Chairperson	ˈtʃeəpɜːs(ə)n
Collegiate	kəˈliːdʒɪət
Mina	ˈmiːnə
Kamal	ˈkeɪməl
Kessler	ˈkeslə
Forth	fɔːθ
defer	dɪˈfɜː
mega	ˈmeɡə
finer	ˈfaɪnə
categorizing	ˈkætɪɡəraɪzɪŋ
Healing	ˈhiːlɪŋ
Hear	hɪə
Christy	ˈkrɪstɪ
fluffy	ˈflʌfɪ
bog	bɒɡ
CRM	krm
gorge	ɡɔːdʒ
reissue	ˌriːˈɪʃuː
slaying	ˈsleɪɪŋ
Improving	ɪmˈpruːvɪŋ
pillow	ˈpɪləʊ
jewish	ˈdʒuːɪʃ
civilised	sɪˈvɪlaɪzd
RL	l
minimalist	ˈmɪnɪməlɪst
accommodated	əˈkɒmədeɪtɪd
individualized	ˌɪndɪˈvɪdʒʊəlaɪzd
Leith	liːθ
Angle	ˈæŋɡ(ə)l
Leisure	ˈleʒə
aft	ɑːft
ATF	ætf
SBA	sbə
roar	rɔː
sighting	ˈsaɪtɪŋ
fleeting	ˈfliːtɪŋ
fluorescent	flʊəˈresnt
panelists	ˈpænələsts
Petit	ˈpetɪ
firefighter	ˈfaɪəfaɪtə
IDs	ɪdz
Pak	pæk
Panasonic	ˌpænəˈsɑːnɪk
Rookie	ˈrʊkɪ
embryonic	ˌembrɪˈɒnɪk
Montenegrin	ˌmɒntɪˈniːɡrɪn
Mathews	ˈmæθjuːz
sponge	spʌndʒ
JUST	dʒəst
OC	ək
Ceres	ˈsɪəriːz
takeoff	ˈteɪˌkɒf
practicable	ˈpræktɪkəb(ə)l
Held	held
Approval	əˈpruːv(ə)l
brew	bruː
Grill	ɡrɪl
poly	ˈpɒlɪ
Mechanics	mɪˈkænɪks
Rings	rɪŋz
reshuffle	ˌriːˈʃʌf(ə)l
hitter	ˈhɪtə
misspelled	ˌmɪsˈspeld
financiers	faɪˈnænsɪəz
champ	tʃæmp
nomadic	nəʊˈmædɪk
Bari	ˈbɑːriː
HAS	hæz
Staples	ˈsteɪp(ə)lz
curling	ˈkɜːlɪŋ
horticulture	ˈhɔːtɪkʌltʃə
kickoff	ˈkɪkɒf
unsettled	ˌʌnˈset(ə)ld
docking	ˈdɒkɪŋ
Essays	eˈseɪz
caregiver	ˈkeəˌɡɪvə
Hereford	ˈherɪfəd
finely	ˈfaɪnlɪ
Codex	ˈkəʊdeks
degenerate	dɪˈdʒenəreɪt
maximizing	ˈmæksɪmaɪzɪŋ
Olaf	ˈɒlɑːf
ranchers	ˈrɑːntʃəz
Kellogg	ˈkelɒɡ
Carleton	ˈkɑːltən
categorisation	ˌkætəɡərəˈzeɪʃən
invoices	ˈɪnvɔɪsɪz
GST	ɡst
Trilogy	ˈtrɪlədʒɪ
Symantec	ˌsɪˈmænˌtek
Blanc	blæŋk
Attacks	əˈtæks
Fannie	ˈfænɪ
detects	dɪˈtekts
applicability	əˌplɪkəˈbɪlətɪ
numerals	ˈnjuːmərəlz
bullpen	ˈbʊlˌpen
lobbied	ˈlɒbɪd
eradicate	ɪˈrædɪkeɪt
Minimum	ˈmɪnɪməm
Atom	ˈætəm
Gran	ɡræn
SARS	sɑːz
Automated	ˈɔːtəmætɪd
Rousseau	ruːˈsəʊ
Journals	ˈdʒɜːn(ə)lz
helpers	ˈhelpəz
moose	muːs
dhe	d
bonded	ˈbɒndɪd
coffers	ˈkɒfəz
bliss	blɪs
transistors	trænˈzɪstəz
Ortega	ɔːˈteɪɡə
Walden	ˈwɒldən
psychotic	saɪˈkɒtɪk
ALP	ælp
Praise	preɪz
Lowry	ˈlaʊrɪ
ornate	ɔːˈneɪt
Tracking	ˈtrækɪŋ
Intellectual	ˌɪnt(ə)ˈlektjʊəl
subs	sʌbz
cleverly	ˈklevəlɪ
meadow	ˈmedəʊ
outpatient	ˈaʊtpeɪʃnt
Fest	fest
Bride	braɪd
tangential	tænˈdʒenʃ(ə)l
Mu	mjuː
Fifty	ˈfɪftɪ
Worship	ˈwɜːʃɪp
Provinces	ˈprɒvɪnsɪz
Natal	ˈneɪt(ə)l
Trustee	trʌsˈtiː
orally	ˈɔːr(ə)lɪ
rubbing	ˈrʌbɪŋ
Revert	rɪˈvɜːt
netting	ˈnetɪŋ
flashy	ˈflæʃɪ
furthering	ˈfɜːðərɪŋ
shameless	ˈʃeɪmlɪs
Ritter	ˈrɪtə
SUVs	suːfs
Claudio	ˈklɒdɪˌəʊ
evoked	ɪˈvəʊkt
characterised	ˈkærəktərɪsd
Desktop	ˈdesktɒp
craters	ˈkreɪtəz
tentatively	ˈtentətɪvlɪ
prevails	prɪˈveɪlz
subsystem	ˈsəbˌsɪstəm
callous	ˈkæləs
Disc	dɪsk
remembrance	rɪˈmembr(ə)ns
intimidate	ɪnˈtɪmɪdeɪt
spines	spaɪnz
cinnamon	ˈsɪnəmən
CPC	kpk
SOME	sʌm
Featuring	ˈfiːtʃərɪŋ
Dying	ˈdaɪɪŋ
midway	ˌmɪdˈweɪ
Uses	ˈjuːsɪz
Comparing	kəmˈpeərɪŋ
Tomb	tuːm
gravy	ˈɡreɪvɪ
spawn	spɔːn
agitated	ˈædʒɪteɪtɪd
polishing	ˈpɒlɪʃɪŋ
whisper	ˈwɪspə
Giorgio	ˈdʒɔːdʒɪəʊ
Desire	dɪˈzaɪə
capitalize	ˈkæpɪt(ə)laɪz
Cake	keɪk
Ra	ˌɑːˈreɪ
Rowling	ˈraʊlɪŋ
Casablanca	ˌkæsəˈblæŋkə
Analyst	ˈænəlɪst
fry	fraɪ
Kissinger	ˈkɪˌsɪndʒə
Warehouse	ˈweəhaʊs
Participation	pɑːˌtɪsɪˈpeɪʃ(ə)n
Erich	ˈerɪk
curing	ˈkjʊə(r)ɪŋ
interchangeable	ˌɪntəˈtʃeɪndʒəb(ə)l
Pact	pækt
IFC	aɪfk
Guillaume	ˌɡɪˈlaʊm
carts	kɑːts
Lufthansa	ləfˈtænzə
glider	ˈɡlaɪdə
DRN	dɜːn
conquering	ˈkɒŋkərɪŋ
frontal	ˈfrʌnt(ə)l
loaned	ləʊnd
perch	pɜːtʃ
Lew	luː
DWP	dwp
blooms	bluːmz
Leach	liːtʃ
Ewing	ˈjuːɪŋ
Leroy	ˈliːˈrɔɪ
Registrar	ˌredʒɪˈstrɑː
professed	prəˈfest
colossal	kəˈlɒs(ə)l
counterterrorism	ˈkaʊntəˌterəˌrɪzəm
atlas	ˈætləs
stemming	ˈstemɪŋ
Passengers	ˈpæsɪndʒəz
dormitory	ˈdɔːmɪt(ə)rɪ
Antigua	ænˈtiːɡə
tallest	ˈtɔːlɪst
RI	rɪ
precarious	prɪˈkeərɪəs
pacing	ˈpeɪsɪŋ
tug	tʌɡ
organist	ˈɔːɡ(ə)nɪst
Neuroscience	ˈnjʊərəʊsaɪəns
edgy	ˈedʒɪ
Applicants	ˈæplɪkənts
cluttered	ˈklʌtəd
hoops	huːps
Faber	ˈfeɪbə
Packer	ˈpækə
stiffness	ˈstɪfnəs
musically	ˈmjuːzɪk(ə)lɪ
Donnelly	ˈdɑːnəlɪ
leftists	ˈleftɪsts
quad	kwɒd
Waves	weɪvz
Tavern	ˈtævən
beheading	bɪˈhedɪŋ
brawl	brɔːl
Rue	ruː
allotted	əˈlɒtɪd
Redknapp	ˈrednæp
surveyor	sɜ(ː)ˈveɪə
Armageddon	ˌɑːməˈɡed(ə)n
hopelessly	ˈhəʊplɪslɪ
prerequisite	ˌpriːˈrekwɪzɪt
Bent	bent
Ironically	aɪˈrɒnɪk(ə)lɪ
pasting	ˈpeɪstɪŋ
flamboyant	flæmˈbɔɪənt
racks	ræks
unregistered	ʌnˈredʒɪstəd
Ruben	ˈruːbən
Islington	ˈɪzlɪŋtən
Moshe	mɒˈʃe
succinct	səkˈsɪŋkt
paddle	ˈpæd(ə)l
bottled	ˈbɒt(ə)ld
focussed	ˈfəʊkəst
payouts	ˈpeɪˌɑːwts
AIM	eɪm
signatories	ˈsɪɡnət(ə)rɪz
offsets	ˈɒfsets
buggy	ˈbʌɡɪ
Holidays	ˈhɒlədeɪz
veterinarians	ˌvetrəˈnerɪənz
Jamestown	ˈdʒeɪmzˌtɑːwn
shaded	ˈʃeɪdɪd
Foundations	faʊnˈdeɪʃ(ə)nz
UCL	əkl
Reg	redʒ
rattled	ˈræt(ə)ld
Crimes	kraɪmz
Crimson	ˈkrɪmz(ə)n
Deb	deb
dissertations	ˌdɪsəˈteɪʃ(ə)nz
ethically	ˈeθɪk(ə)lɪ
NOTHING	ˈnʌθɪŋ
Transformation	ˌtrænsfəˈmeɪʃ(ə)n
tasted	ˈteɪstɪd
scissors	ˈsɪzəz
locus	ˈləʊkəs
unfree	ˈʌnˌfrɪ
Fifteen	ˌfɪfˈtiːn
Archaeological	ˌɑːkɪəˈlɒdʒɪk(ə)l
Hip	hɪp
Column	ˈkɒləm
Innocent	ˈɪnəs(ə)nt
tributes	ˈtrɪbjuːts
begged	beɡd
liturgical	lɪˈtɜːdʒɪk(ə)l
OCD	əkd
Actions	ˈækʃ(ə)nz
consumes	kənˈsjuːmz
agreeable	əˈɡriːəb(ə)l
